,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2018 PRICE VAR [%]
TPVG,51510000.0,0.1805,39628000.0,4301000.0,4301000.0,35327000.0,19227000.0,19227000.0,19227000.0,1.18,1.18,17711184.0,16324000.0,0.7693,0.5489999999999999,0.5492,0.373,28288000.0,28288000.0,19227000.0,0.3733,0.3733,10006000.0,10006000.0,12326000.0,0.0,510284000.0,134538000.0,275339000.0,-720000.0,234945000.0,7072000.0,0.0,25102000.0,0.0,0.0,-30574000.0,-5472000.0,25102000.0,0.10094378816502003,0.09161723825239003,0.07437303958732801,0.07437303958732801,0.092,1.3056,0.0835,0.0,510284000.0,-263013000.0,0.1215,0.49,0.1444,0.7281,0.7101,0.7101,0.0101,1.2728,0.1752,-0.0367,Financial Services,0,-3.810396963412853
DNBF,41423000.0,0.3155,41423000.0,23206000.0,28021000.0,13402000.0,13402000.0,7946000.0,7946000.0,1.87,1.85,4268833.0,4260137.0,1.0,0.363,0.3235,0.192,15051000.0,13402000.0,7946000.0,0.3235,0.1918,10917000.0,10917000.0,20402000.0,8649000.0,1081915000.0,922230000.0,979973000.0,32272000.0,101942000.0,876152000.0,1649000.0,14938000.0,-642000.0,-26446000.0,322000.0,-11186000.0,14296000.0,0.038286741564726,0.03346421244006233,0.027951061921830042,0.014130549870128798,0.056,1.8799,0.5602,-0.3893,1065955000.0,-959571000.0,0.3155,0.9571,0.9571,0.5959,0.1987,0.1935,0.3328,0.4213,0.0105,0.2606,Financial Services,0,-14.021176408682384
AEH,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,1,4.028738163497144
NRIM,94952000.0,-0.0244,94952000.0,68236000.0,70464000.0,24488000.0,23472000.0,13151000.0,13151000.0,1.91,1.88,6853334.0,6889621.0,1.0,0.28600000000000003,0.2472,0.139,27114000.0,23472000.0,13478000.0,0.2472,0.1385,77841000.0,77841000.0,164744000.0,37867000.0,1518596000.0,1286227000.0,1325794000.0,124407000.0,192802000.0,1286106000.0,3642000.0,19284000.0,-7119000.0,30378000.0,-22372000.0,27290000.0,12165000.0,0.06252617549368,0.12808314551008002,0.07780275176932201,0.060518866420935,0.0566,1.4664,0.7186,-1.9547,1502372000.0,-1161050000.0,-0.0244,0.147,0.1446,-0.0874,-0.0861,-0.0874,0.0004,-0.0417,-0.0052,-0.0238,Financial Services,1,0.03582522624624685
EBMT,36869000.0,0.0549,36869000.0,24791000.0,30638000.0,6231000.0,6231000.0,4103000.0,4103000.0,1.01,0.99,5000450.0,5000450.0,1.0,0.225,0.16899999999999998,0.111,8286000.0,6231000.0,4103000.0,0.16899999999999998,0.1113,7437000.0,7437000.0,19466000.0,21958000.0,716782000.0,523553000.0,633166000.0,43939000.0,83616000.0,523553000.0,2055000.0,20053000.0,-3533000.0,-56793000.0,36859000.0,119000.0,16520000.0,0.051436838536682,0.037180571976476,0.027951061921830042,0.014204865600998998,0.0494,4.8874,0.6724,-1.7192,709475000.0,-613700000.0,0.0549,-0.101,-0.101,-0.2005,-0.2574,-0.25,0.0669,0.5553,0.0636,0.0986,Financial Services,0,-17.73382699453955
ICBK,44208000.0,0.0698,44208000.0,16091000.0,25992000.0,18216000.0,18216000.0,10425000.0,10425000.0,1.52,1.49,6673381.0,6673381.0,1.0,0.447,0.4121,0.236,19748000.0,18216000.0,10425000.0,0.4121,0.2358,66771000.0,66771000.0,82101000.0,9662000.0,1397045000.0,1172607000.0,1256059000.0,86385000.0,140986000.0,1137507000.0,1532000.0,11331000.0,-1143000.0,-131526000.0,144287000.0,24092000.0,10188000.0,0.031643934161033,0.070015785339845,0.056942351529541,0.056942351529541,0.0513,1.0869,0.364,-0.7461,1391088000.0,-1173958000.0,0.0698,0.0605,0.0605,-0.0252,-0.0788,-0.0745,0.0518,-0.5574,0.1242,0.182,Financial Services,0,-40.700489982870046
FGBI,57671000.0,0.0652,57671000.0,24618000.0,38521000.0,19150000.0,19150000.0,11751000.0,11751000.0,1.37,1.37,8807900.0,8608088.0,1.0,0.374,0.3321,0.204,21594000.0,19150000.0,11751000.0,0.3321,0.2038,38028000.0,38028000.0,48599000.0,38020000.0,1750430000.0,1567274000.0,1606447000.0,44464000.0,143983000.0,1567274000.0,2444000.0,12275000.0,-6763000.0,-82996000.0,90638000.0,19917000.0,5512000.0,0.032946761652851,0.03346421244006233,0.027951061921830042,0.024263785400638,0.0536,1.0446,0.4269,-2.7672,1742534000.0,-1557848000.0,0.0652,-0.0991,-0.0991,-0.1662,-0.1845,-0.1845,0.0285,-0.4474,0.1662,0.1825,Financial Services,0,-6.823248268597788
HIFS,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,44127000.0,427482851.2590517,339680483.3679877,25975000.0,8.730385000000002,8.494899999999998,2030904.7799999998,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,2285000000.0,5566258509.464586,12719552936.727278,167000000.0,3412545673.3478675,3606748457.0344367,1000000.0,517398277.5367459,-91138646.95378238,-187000000.0,92000000.0,-59000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.1096,0.109,0.1083,0.0947,0.0135,0.37196270000000003,0.134,0.10215001497005988,Financial Services,0,-1.403888646357388
HX,22920543.0,0.927,22920543.0,7857732.0,13006997.0,9913546.0,10093075.0,8570864.0,8570864.0,0.2,0.2,45648873.0,42331200.0,1.0,0.444,0.4404,0.374,10185299.0,10093075.0,8570864.0,0.4404,0.3739,19232275.0,19232275.0,27554131.0,427938.0,28382131.0,4877775.0,4877775.0,11759100.0,23504356.0,4877775.0,92224.0,8189744.0,-287765.0,-287765.0,4288646.0,11413339.0,7901979.0,0.80756948799933,5.649,4.8002987017646,3.942837666764,0.0175,0.9555,0.3428,-3.1203,28382131.0,22676356.0,0.927,1.4223,1.3944,1.4222,1.5,1.5,0.006,0.1657,0.2675,0.4565,Financial Services,0,-76.79514445762598
ITIC,161627000.0,0.1671,161627000.0,116752000.0,131356000.0,30271000.0,30277000.0,25707000.0,25707000.0,8.730385000000002,8.494899999999998,2030904.7799999998,1937694.4000000001,1.0,0.196,0.1873,0.159,31712000.0,30277000.0,25701000.0,0.1873,0.1591,20214000.0,43994000.0,63240000.0,10173000.0,248913000.0,62366000.0,70992000.0,161891000.0,177836000.0,34801000.0,1435000.0,19893000.0,-2833000.0,-20288000.0,-7319000.0,-7714000.0,17060000.0,0.64933129245961,1.0140140461149,0.86625725555591,0.32411891094507,0.0687,0.7738,0.7224,-1.9742,237556000.0,-7752000.0,0.1671,0.076,0.0761,0.3168,0.3324,0.3307,-0.0099,-0.1185,0.0873,0.1495,Financial Services,0,-5.057007682634176
PEBK,55443000.0,0.0271,55443000.0,27954000.0,41228000.0,14215000.0,14215000.0,10268000.0,10268000.0,1.71,1.69,5995453.0,5995453.0,1.0,0.34700000000000003,0.2564,0.185,19233000.0,14215000.0,10268000.0,0.2564,0.1852,57304000.0,57304000.0,71079000.0,19911000.0,1092166000.0,955572000.0,976191000.0,50286000.0,115975000.0,955572000.0,5018000.0,18594000.0,-5557000.0,-24106000.0,-7278000.0,-12790000.0,13037000.0,0.050764261110491,0.07438371990807599,0.059968270313488,0.059968270313488,0.0559,1.8109,0.5042,-1.1074,1092166000.0,-905112000.0,0.0271,0.211,0.211,0.1189,0.1176,0.1267,-0.0066,0.5192,0.0038,0.029,Financial Services,0,-18.67721718245404
PVBC,39082000.0,0.3097,39082000.0,19439000.0,23749000.0,15333000.0,15333000.0,7915000.0,7915000.0,0.425,0.425,19460089.0,18593573.0,1.0,0.413,0.3923,0.203,16144000.0,15333000.0,7915000.0,0.3923,0.2025,47689000.0,47689000.0,53320000.0,10981000.0,902265000.0,762057000.0,786488000.0,74047000.0,115777000.0,750057000.0,811000.0,9476000.0,-3426000.0,-70956000.0,98464000.0,36984000.0,6050000.0,0.043315433935706,0.06996851941521401,0.062579308371946,0.062579308371946,0.0327,1.1972,0.4974,-4.2244,902265000.0,-733168000.0,0.3097,0.6374,0.6374,0.2486,0.2463,0.2463,0.0026,0.1008,0.1341,0.1927,Financial Services,0,-17.40952622901409
SBFG,45203000.0,0.0514,45203000.0,27547000.0,31578000.0,13625000.0,13625000.0,11065000.0,10090000.0,2.1,1.74,4787796.0,4787796.0,1.0,0.336,0.3014,0.223,15202000.0,13625000.0,11065000.0,0.3014,0.2448,26616000.0,26616000.0,33105000.0,21277000.0,876627000.0,745972000.0,782627000.0,55439000.0,94000000.0,745972000.0,1577000.0,9803000.0,-3714000.0,-49529000.0,49330000.0,9604000.0,6089000.0,0.051564690569649005,0.044378341278225,0.03567962336388,0.03567962336388,0.1149,0.9716,0.6094,-2.3551,860216000.0,-749522000.0,0.0514,0.0561,0.0561,0.2921,0.3125,0.2609,-0.0039,-0.3011,0.0743,0.0096,Financial Services,0,-8.41050700279292
AAMC,18160000.0,-0.0916,18160000.0,25507000.0,25507000.0,-7347000.0,-6261000.0,-6969000.0,-7175000.0,-4.57,-4.57,2030904.7799999998,1937694.4000000001,1.0,-0.328,-0.3448,-0.395,-5959000.0,-6261000.0,-6969000.0,-0.3448,-0.3838,33349000.0,53240000.0,58413000.0,0.0,60387000.0,7736000.0,7736000.0,38970000.0,-58694620.0,5651000.0,302000.0,365000.0,-1216000.0,-1841000.0,-5759000.0,-7235000.0,-851000.0,0.30072697766075,7.551,7.418691830403299,4.3108841778697,-0.056,-0.0509,1.4046,-4.0265,60387000.0,50677000.0,-0.0916,-0.939,-0.6995,-0.3954,-0.5597,-0.5597,-0.077762,2.901,-0.0815,0.0491,Financial Services,0,-63.615194743571465
AAME,181114000.0,0.0905,63599000.0,43446000.0,56520000.0,7079000.0,5356000.0,4528000.0,4129000.0,0.2,0.2,20439411.0,20439411.0,0.3512,0.047,0.0391,0.023,8517000.0,7079000.0,4528000.0,0.0296,0.025,24547000.0,24547000.0,55401000.0,0.0,343239000.0,45791000.0,230256000.0,30993000.0,112983000.0,23449000.0,1438000.0,12169000.0,-103000.0,593000.0,-1467000.0,11295000.0,12066000.0,0.5276614836892101,1.2098665676661,1.2098665676661,0.536066039178,0.0615,2.9472,0.2399,-0.0716,340695000.0,-174855000.0,0.0114,0.3919,0.3919,0.8458,0.8182,0.8182,-0.0007,4.897032000000001,0.0773,-0.0302,Financial Services,0,-25.389821027959265
ACGLO,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,619000000.0,619000000.0,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,736000000.0,619000000.0,0.20476022603102056,0.0944915638080014,606000000.0,1469000000.0,3547735340.182033,438379274.87120765,32052000000.0,5566258509.464586,22012000000.0,8563000000.0,9197000000.0,0.0,126000000.0,517398277.5367459,-91138646.95378238,-1360000000.0,-3000000.0,-237000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-14.138474509120517
ACNB,60501000.0,0.2155,60501000.0,33112000.0,44079000.0,16422000.0,16422000.0,9788000.0,9788000.0,1.5,1.5,7019645.0,7019645.0,1.0,0.309,0.2714,0.162,18714000.0,16422000.0,9788000.0,0.2714,0.1618,34441000.0,34441000.0,36613000.0,26774000.0,1595432000.0,1360900000.0,1441466000.0,106293000.0,153966000.0,1335400000.0,2292000.0,17007000.0,-1751000.0,-51953000.0,50456000.0,15510000.0,15256000.0,0.037921390570077984,0.03346421244006233,0.027951061921830042,0.025307517084282003,0.0504,1.7375,0.5473,-0.764,1573283000.0,-1404853000.0,0.2155,0.122,0.122,-0.0995,-0.1667,-0.1667,0.0813,0.4031,0.3226,0.1269,Financial Services,1,35.564107009600995
ACV,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-7.939659256708871
AEB,1000000.0,0.18624960516128983,0.0,3000000.0,4124440.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-0.01,-0.01,428000000.0,428000000.0,0.0,-3.0,-3.0,-4.0,-3000000.0,-3000000.0,-4000000.0,-4.0,-4.0,495511.30999999994,1100772522.7916827,5711350.0,0.0,12038609.999999996,7000000.0,7000000.0,-25000000.0,-4000000.0,1000000.0,105009872.08669397,517398277.5367459,-0.0,-0.0,3000000.0,3000000.0,-3000000.0,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-18.932018410316427
AED,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,1,3.5162818699941583
AFC,812000000.0,0.18624960516128983,36000000.0,41000000.0,41000000.0,-5000000.0,7000000.0,8000000.0,8000000.0,0.18,0.18,46000000.0,46000000.0,0.044334975369458005,0.012315270935961,0.0086206896551724,0.0098522167487685,10000000.0,7000000.0,8000000.0,0.0086206896551724,0.0098522167487685,145000000.0,199000000.0,748000000.0,718000000.0,1408000000.0,46000000.0,200000000.0,-68000000.0,1208000000.0,47000000.0,3000000.0,-4000000.0,-4000000.0,-4000000.0,-0.0,-7000000.0,-8000000.0,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,1,4.267799729157907
